league,year,h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,wins,draws,loses,pts,npxGD,ppda_coef,oppda_coef,team,xG_diff,xGA_diff,xpts_diff
Bundesliga,2014,h,2.2412,0.909372,1.48343,0.909372,6,2,2,0,2.359,w,1,0,0,3,0.574058,9.548387097,13.83333333,Augsburg,0.2412,0.909372,-0.641
Bundesliga,2014,a,0.688487,1.71186,0.688487,1.71186,2,4,0,1,0.5214,l,0,0,1,0,-1.023373,4.756097561,13.04761905,Augsburg,0.688487,0.71186,0.5214
Bundesliga,2014,h,1.66135,0.968616,1.66135,0.968616,2,5,3,0,1.9366,w,1,0,0,3,0.692734,9.083333333,18.8,Augsburg,-1.33865,0.968616,-1.0634
Bundesliga,2014,a,2.06226,0.382848,1.30449,0.382848,5,1,1,0,2.6538,w,1,0,0,3,0.921642,5.433333333,10,Augsburg,1.06226,0.382848,-0.3462
Bundesliga,2014,h,2.79213,1.12309,2.03436,1.12309,0,9,3,1,2.5774,w,1,0,0,3,0.91127,5.882352941,4.261904762,Augsburg,-0.20787,0.12309,-0.4226
Bundesliga,2014,a,1.35221,1.19112,1.35221,1.19112,8,4,2,1,1.4978,w,1,0,0,3,0.16109,7.47826087,19.19047619,Augsburg,-0.64779,0.19112,-1.5022
Bundesliga,2014,h,0.286173,2.21868,0.286173,2.21868,0,13,0,4,0.2028,l,0,0,1,0,-1.932507,14.90625,5.652173913,Augsburg,0.286173,-1.78132,0.2028
Bundesliga,2014,a,0.693534,1.33926,0.693534,0.581483,0,6,0,2,0.7215,l,0,0,1,0,0.112051,7.378378378,8.642857143,Augsburg,0.693534,-0.66074,0.7215
Bundesliga,2014,h,1.65561,2.17588,1.65561,1.4181,7,11,2,1,0.9716,w,1,0,0,3,0.23751,15.85,13.52380952,Augsburg,-0.34439,1.17588,-2.0284
Bundesliga,2014,h,2.39464,0.609254,2.39464,0.609254,2,10,3,1,2.5854,w,1,0,0,3,1.785386,4.958333333,8.416666667,Augsburg,-0.60536,-0.390746,-0.4146
Bundesliga,2014,a,1.04603,0.943193,1.04603,0.943193,2,16,1,0,1.4305,w,1,0,0,3,0.102837,10.60869565,8.787878788,Augsburg,0.04603,0.943193,-1.5695
Bundesliga,2014,h,1.76193,2.01179,1.76193,2.01179,5,6,2,2,1.1545,d,0,1,0,1,-0.24986,7.275862069,4.594594595,Augsburg,-0.23807,0.01179,0.1545
Bundesliga,2014,a,0.585109,2.62945,0.585109,1.87167,1,8,2,3,0.2018,l,0,0,1,0,-1.286561,5.8,5.731707317,Augsburg,-1.414891,-0.37055,0.2018
Bundesliga,2014,h,1.92692,1.93428,1.92692,1.93428,10,8,2,2,1.3877,d,0,1,0,1,-0.00736,3.487179487,6.869565217,Augsburg,-0.07308,-0.06572,0.3877
Bundesliga,2014,a,0.663246,1.26944,0.663246,1.26944,2,4,0,1,0.8012,l,0,0,1,0,-0.606194,8.647058824,11.875,Augsburg,0.663246,0.26944,0.8012
Bundesliga,2014,h,1.44291,0.390951,0.555701,0.390951,0,1,1,0,2.4744,w,1,0,0,3,0.16475,8.363636364,8.173913043,Augsburg,0.44291,0.390951,-0.5256
Bundesliga,2014,h,0.94984,1.62842,0.94984,1.62842,4,6,0,2,0.8409,l,0,0,1,0,-0.67858,3.425,9.161290323,Augsburg,0.94984,-0.37158,0.8409
Bundesliga,2014,a,1.10909,2.10189,1.10909,2.10189,2,15,0,2,0.6484,l,0,0,1,0,-0.9928,5.205882353,9.52,Augsburg,1.10909,0.10189,0.6484
Bundesliga,2014,h,0.927284,0.933294,0.927284,0.933294,4,7,0,0,1.3412,d,0,1,0,1,-0.00601,4.75,5.166666667,Augsburg,0.927284,0.933294,0.3412
Bundesliga,2014,a,0.637449,2.35597,0.637449,2.35597,6,11,1,2,0.2561,l,0,0,1,0,-1.718521,3.25,8.46875,Augsburg,-0.362551,0.35597,0.2561
Bundesliga,2014,h,1.14401,2.41152,1.14401,2.41152,4,4,2,1,0.4976,w,1,0,0,3,-1.26751,9.368421053,17,Augsburg,-0.85599,1.41152,-2.5024
Bundesliga,2014,a,1.44372,1.7695,1.44372,1.7695,3,5,2,3,1.1306,l,0,0,1,0,-0.32578,5.888888889,12.07407407,Augsburg,-0.55628,-1.2305,1.1306
Bundesliga,2014,h,1.43037,0.292827,1.43037,0.292827,6,1,0,0,2.3702,d,0,1,0,1,1.137543,9.047619048,20.55555556,Augsburg,1.43037,0.292827,1.3702
Bundesliga,2014,a,2.58299,1.17797,1.82521,1.17797,5,11,1,0,2.3836,w,1,0,0,3,0.64724,23.05882353,4.870967742,Augsburg,1.58299,1.17797,-0.6164
Bundesliga,2014,h,1.03797,0.466165,0.280192,0.466165,7,7,1,2,2.0454,l,0,0,1,0,-0.185973,3.357142857,16.57142857,Augsburg,0.03797,-1.533835,2.0454
Bundesliga,2014,a,0.664595,1.32784,0.664595,1.32784,3,7,3,1,0.7236,w,1,0,0,3,-0.663245,6.868421053,23,Augsburg,-2.335405,0.32784,-2.2764
Bundesliga,2014,h,1.75585,1.19453,1.75585,1.19453,3,5,2,2,1.8343,d,0,1,0,1,0.56132,5.685714286,9.869565217,Hertha Berlin,-0.24415,-0.80547,0.8343
Bundesliga,2014,a,0.712547,2.53036,0.712547,2.53036,3,8,2,4,0.2742,l,0,0,1,0,-1.817813,9.375,3.956521739,Hertha Berlin,-1.287453,-1.46964,0.2742
Bundesliga,2014,h,1.71631,2.36643,0.958534,2.36643,3,6,1,3,0.8809,l,0,0,1,0,-1.407896,4.243902439,7.954545455,Hertha Berlin,0.71631,-0.63357,0.8809
Bundesliga,2014,a,0.285542,0.869782,0.285542,0.869782,0,11,2,2,0.7393,d,0,1,0,1,-0.58424,10.26086957,8.296296296,Hertha Berlin,-1.714458,-1.130218,-0.2607
Bundesliga,2014,h,0.428365,0.855691,0.428365,0.855691,2,4,1,0,0.8993,w,1,0,0,3,-0.427326,12.48,2.967741935,Hertha Berlin,-0.571635,0.855691,-2.1007
Bundesliga,2014,a,0.283655,1.25743,0.283655,0.499737,1,3,0,1,0.3991,l,0,0,1,0,-0.216082,7.166666667,3.916666667,Hertha Berlin,0.283655,0.25743,0.3991
Bundesliga,2014,h,2.36582,1.42919,1.60804,1.42919,5,8,3,2,2.0811,w,1,0,0,3,0.17885,13.22727273,5.933333333,Hertha Berlin,-0.63418,-0.57081,-0.9189
Bundesliga,2014,a,0.848507,0.80457,0.848507,0.80457,4,5,0,2,1.3196,l,0,0,1,0,0.043937,7.692307692,10.91666667,Hertha Berlin,0.848507,-1.19543,1.3196
Bundesliga,2014,h,2.51297,0.784655,2.51297,0.784655,6,5,3,0,2.6318,w,1,0,0,3,1.728315,8.413793103,3,Hertha Berlin,-0.48703,0.784655,-0.3682
Bundesliga,2014,a,0.925677,1.96835,0.925677,1.96835,0,3,1,3,0.6108,l,0,0,1,0,-1.042673,4.315789474,8.952380952,Hertha Berlin,-0.074323,-1.03165,0.6108
Bundesliga,2014,h,0.363993,1.09164,0.363993,1.09164,3,4,0,2,0.6202,l,0,0,1,0,-0.727647,7.55,4.166666667,Hertha Berlin,0.363993,-0.90836,0.6202
Bundesliga,2014,a,0.473541,1.12625,0.473541,1.12625,2,3,2,1,0.6921,w,1,0,0,3,-0.652709,11.53333333,7.84,Hertha Berlin,-1.526459,0.12625,-2.3079
Bundesliga,2014,h,0.25622,1.94047,0.25622,1.94047,1,19,0,1,0.2295,l,0,0,1,0,-1.68425,20.6,4.269230769,Hertha Berlin,0.25622,0.94047,0.2295
Bundesliga,2014,a,1.42138,1.82786,0.663608,1.82786,4,6,2,3,0.9763,l,0,0,1,0,-1.164252,13.33333333,10.7826087,Hertha Berlin,-0.57862,-1.17214,0.9763
Bundesliga,2014,h,0.764752,0.842366,0.764752,0.842366,2,8,1,0,1.2538,w,1,0,0,3,-0.077614,27.73333333,4.678571429,Hertha Berlin,-0.235248,0.842366,-1.7462
Bundesliga,2014,a,2.04957,2.73817,2.04957,2.73817,1,11,4,4,0.9496,d,0,1,0,1,-0.6886,11.46666667,2.243243243,Hertha Berlin,-1.95043,-1.26183,-0.0504
Bundesliga,2014,h,0.706377,3.62858,0.706377,2.11303,6,7,0,5,0.0385,l,0,0,1,0,-1.406653,6.727272727,4.868421053,Hertha Berlin,0.706377,-1.37142,0.0385
Bundesliga,2014,a,0.0990819,0.839904,0.0990819,0.839904,2,7,0,2,0.5362,l,0,0,1,0,-0.7408221,6.928571429,4.409090909,Hertha Berlin,0.0990819,-1.160096,0.5362
Bundesliga,2014,h,0.531751,1.06863,0.531751,1.06863,0,3,0,1,0.7996,l,0,0,1,0,-0.536879,7.666666667,6.517241379,Hertha Berlin,0.531751,0.06863,0.7996
Bundesliga,2014,a,1.77083,1.5201,1.01306,1.5201,2,9,2,0,1.5961,w,1,0,0,3,-0.50704,15.52380952,7.045454545,Hertha Berlin,-0.22917,1.5201,-1.4039
Bundesliga,2014,h,0.491416,0.927697,0.491416,0.927697,3,2,0,2,0.8471,l,0,0,1,0,-0.436281,4.948717949,10.80769231,Hertha Berlin,0.491416,-1.072303,0.8471
Bundesliga,2014,a,0.563215,1.77626,0.563215,1.77626,1,6,1,2,0.4591,l,0,0,1,0,-1.213045,19.2,9.476190476,Hertha Berlin,-0.436785,-0.22374,0.4591
Bundesliga,2014,h,1.26944,0.663246,1.26944,0.663246,4,2,1,0,1.9046,w,1,0,0,3,0.606194,11.875,8.647058824,Hertha Berlin,0.26944,0.663246,-1.0954
Bundesliga,2014,a,0.682492,1.07906,0.682492,1.07906,3,3,0,0,0.942,d,0,1,0,1,-0.396568,14.84615385,2.473684211,Hertha Berlin,0.682492,1.07906,-0.058
Bundesliga,2014,h,1.64453,1.99192,1.64453,1.99192,3,4,2,2,1.0463,d,0,1,0,1,-0.34739,12.83333333,4.333333333,Hertha Berlin,-0.35547,-0.00808,0.0463
Bundesliga,2014,a,0.7084,0.482112,0.7084,0.482112,3,6,1,0,1.543,w,1,0,0,3,0.226288,8.363636364,4.088235294,Hertha Berlin,-0.2916,0.482112,-1.457
Bundesliga,2014,h,1.84498,0.563136,1.84498,0.563136,4,3,2,0,2.3952,w,1,0,0,3,1.281844,8.454545455,11.75,Hertha Berlin,-0.15502,0.563136,-0.6048
Bundesliga,2014,a,0.358149,1.67956,0.358149,1.67956,6,2,1,1,0.232,d,0,1,0,1,-1.321411,11.84615385,7.85,Hertha Berlin,-0.641851,0.67956,-0.768
Bundesliga,2014,h,1.06799,0.54042,1.06799,0.54042,8,3,0,0,1.8323,d,0,1,0,1,0.52757,17.04761905,23.23076923,Hertha Berlin,1.06799,0.54042,0.8323
Bundesliga,2014,a,0.951998,0.896545,0.951998,0.896545,2,8,0,1,1.4517,l,0,0,1,0,0.055453,20,3.625,Hertha Berlin,0.951998,-0.103455,1.4517
Bundesliga,2014,h,1.09646,2.19034,1.09646,2.19034,2,10,1,2,0.6302,l,0,0,1,0,-1.09388,12.125,6,Hertha Berlin,0.09646,0.19034,0.6302
Bundesliga,2014,a,0.135418,1.78902,0.135418,1.78902,2,5,0,2,0.1679,l,0,0,1,0,-1.653602,8.451612903,8.368421053,Hertha Berlin,0.135418,-0.21098,0.1679
Bundesliga,2014,h,1.08366,0.0408065,1.08366,0.0408065,3,2,0,0,2.395,d,0,1,0,1,1.0428535,6.829268293,4.703703704,Hertha Berlin,1.08366,0.0408065,1.395
Bundesliga,2014,a,0.485545,0.893112,0.485545,0.893112,2,5,1,2,0.8965,l,0,0,1,0,-0.407567,25.15789474,3.793103448,Hertha Berlin,-0.514455,-1.106888,0.8965
Bundesliga,2014,a,1.19453,1.75585,1.19453,1.75585,5,3,2,2,0.8467,d,0,1,0,1,-0.56132,9.869565217,5.685714286,Werder Bremen,-0.80547,-0.24415,-0.1533
Bundesliga,2014,h,2.51429,1.29948,2.51429,1.29948,5,2,1,1,2.247,d,0,1,0,1,1.21481,4.888888889,4.585365854,Werder Bremen,1.51429,0.29948,1.247
Bundesliga,2014,a,1.72618,1.98321,1.72618,1.98321,4,13,3,3,1.2342,d,0,1,0,1,-0.25703,7,4.066666667,Werder Bremen,-1.27382,-1.01679,0.2342
Bundesliga,2014,a,2.02462,2.91201,1.26684,2.15423,4,11,2,4,0.805,l,0,0,1,0,-0.88739,6.875,4.677419355,Werder Bremen,0.02462,-1.08799,0.805
Bundesliga,2014,h,0.992105,1.36741,0.992105,1.36741,5,6,0,3,1.029,l,0,0,1,0,-0.375305,8.357142857,6.833333333,Werder Bremen,0.992105,-1.63259,1.029
Bundesliga,2014,a,0.32535,1.24302,0.32535,1.24302,5,5,1,2,0.5574,l,0,0,1,0,-0.91767,10.86666667,4.56097561,Werder Bremen,-0.67465,-0.75698,0.5574
Bundesliga,2014,h,1.21503,1.03746,1.21503,0.279681,12,7,1,1,1.4396,d,0,1,0,1,0.935349,5.642857143,9.176470588,Werder Bremen,0.21503,0.03746,0.4396
Bundesliga,2014,a,0,2.49826,0,1.74049,0,16,0,6,0.0304,l,0,0,1,0,-1.74049,28.8,3.633333333,Werder Bremen,0,-3.50174,0.0304
Bundesliga,2014,h,0.514564,0.519282,0.514564,0.519282,4,2,0,1,1.2612,l,0,0,1,0,-0.004718,4.416666667,11.52173913,Werder Bremen,0.514564,-0.480718,1.2612
Bundesliga,2014,a,1.65943,1.19297,0.819006,1.19297,2,9,2,1,1.7815,w,1,0,0,3,-0.373964,9.071428571,4.24137931,Werder Bremen,-0.34057,0.19297,-1.2185
Bundesliga,2014,h,0.645076,0.774005,0.645076,0.774005,6,3,2,0,1.1442,w,1,0,0,3,-0.128929,13.62962963,5.5,Werder Bremen,-1.354924,0.774005,-1.8558
Bundesliga,2014,a,1.14769,2.60596,1.14769,2.60596,2,6,0,2,0.4051,l,0,0,1,0,-1.45827,10.35714286,4,Werder Bremen,1.14769,0.60596,0.4051
Bundesliga,2014,h,4.47976,0.839366,4.47976,0.839366,7,3,4,0,2.9201,w,1,0,0,3,3.640394,5.333333333,9.25,Werder Bremen,0.47976,0.839366,-0.0799
Bundesliga,2014,a,1.44207,3.8335,1.44207,3.8335,7,8,2,5,0.2105,l,0,0,1,0,-2.39143,7.75,4.727272727,Werder Bremen,-0.55793,-1.1665,0.2105
Bundesliga,2014,h,1.84609,1.54036,1.84609,1.54036,7,5,3,3,1.5993,d,0,1,0,1,0.30573,8.375,6.115384615,Werder Bremen,-1.15391,-1.45964,0.5993
Bundesliga,2014,a,0.308689,2.06898,0.308689,1.3112,7,8,1,4,0.1497,l,0,0,1,0,-1.002511,20.04545455,9.379310345,Werder Bremen,-0.691311,-1.93102,0.1497
Bundesliga,2014,h,2.36795,0.602289,2.36795,0.602289,6,7,2,1,2.5739,w,1,0,0,3,1.765661,13.20833333,4.896551724,Werder Bremen,0.36795,-0.397711,-0.4261
Bundesliga,2014,h,0.839904,0.0990819,0.839904,0.0990819,7,2,2,0,2.0575,w,1,0,0,3,0.7408221,4.409090909,6.928571429,Werder Bremen,-1.160096,0.0990819,-0.9425
Bundesliga,2014,a,0.576349,1.33156,0.576349,1.33156,5,8,2,1,0.6917,w,1,0,0,3,-0.755211,8.054054054,3.892857143,Werder Bremen,-1.423651,0.33156,-2.3083
Bundesliga,2014,h,0.885549,1.74921,0.885549,1.74921,3,17,2,1,0.5701,w,1,0,0,3,-0.863661,6.741935484,3.1875,Werder Bremen,-1.114451,0.74921,-2.4299
Bundesliga,2014,h,2.62945,0.585109,1.87167,0.585109,8,1,3,2,2.6987,w,1,0,0,3,1.286561,5.731707317,5.8,Werder Bremen,-0.37055,-1.414891,-0.3013
Bundesliga,2014,a,1.38186,1.19124,1.38186,1.19124,4,6,1,1,1.5416,d,0,1,0,1,0.19062,6.107142857,5.5,Werder Bremen,0.38186,0.19124,0.5416
Bundesliga,2014,h,1.44281,2.5513,1.44281,2.5513,5,8,3,5,0.6225,l,0,0,1,0,-1.10849,7.756756757,7.761904762,Werder Bremen,-1.55719,-2.4487,0.6225
Bundesliga,2014,a,0.649704,0.430875,0.649704,0.430875,6,11,1,0,1.4914,w,1,0,0,3,0.218829,4.617647059,5.136363636,Werder Bremen,-0.350296,0.430875,-1.5086
Bundesliga,2014,h,0.290321,2.18396,0.290321,2.18396,3,10,0,4,0.1295,l,0,0,1,0,-1.893639,12.29411765,4.727272727,Werder Bremen,0.290321,-1.81604,0.1295
Bundesliga,2014,a,0.570166,1.76655,0.570166,1.00877,4,8,1,1,0.429,d,0,1,0,1,-0.438604,6.833333333,6.095238095,Werder Bremen,-0.429834,0.76655,-0.571
Bundesliga,2014,h,0.718931,0.92075,0.718931,0.92075,2,7,0,0,1.1671,d,0,1,0,1,-0.201819,5.486486486,8.578947368,Werder Bremen,0.718931,0.92075,0.1671
Bundesliga,2014,a,0.448325,2.35291,0.448325,2.35291,6,6,2,3,0.2086,l,0,0,1,0,-1.904585,7.631578947,7.25,Werder Bremen,-1.551675,-0.64709,0.2086
Bundesliga,2014,h,1.3478,0.433841,0.590108,0.433841,3,4,1,0,2.2598,w,1,0,0,3,0.156267,4.212121212,6.28125,Werder Bremen,0.3478,0.433841,-0.7402
Bundesliga,2014,a,0.959164,1.96537,0.959164,1.96537,6,3,2,2,0.6569,d,0,1,0,1,-1.006206,3.75862069,8.1,Werder Bremen,-1.040836,-0.03463,-0.3431
Bundesliga,2014,h,2.86921,1.2158,2.86921,1.2158,13,6,1,0,2.4565,w,1,0,0,3,1.65341,5.820512821,4.413793103,Werder Bremen,1.86921,1.2158,-0.5435
Bundesliga,2014,a,0.490122,1.17255,0.490122,1.17255,5,5,1,1,0.714,d,0,1,0,1,-0.682428,8.8,3.727272727,Werder Bremen,-0.509878,0.17255,-0.286
Bundesliga,2014,h,1.20572,1.45177,1.20572,1.45177,10,7,0,2,1.1277,l,0,0,1,0,-0.24605,17.33333333,6.909090909,Werder Bremen,1.20572,-0.54823,1.1277
Bundesliga,2014,a,0.964946,2.90398,0.964946,2.90398,4,13,2,3,0.32,l,0,0,1,0,-1.939034,16.90909091,6.28,Werder Bremen,-1.035054,-0.09602,0.32
Bundesliga,2014,a,0.956665,1.17979,0.956665,1.17979,3,4,1,2,1.1233,l,0,0,1,0,-0.223125,6.055555556,9.642857143,Schalke 04,-0.043335,-0.82021,1.1233
Bundesliga,2014,h,1.30795,1.50328,1.30795,1.50328,1,10,1,1,1.1405,d,0,1,0,1,-0.19533,17.69565217,4.756097561,Schalke 04,0.30795,0.50328,0.1405
Bundesliga,2014,a,1.81788,3.37955,1.0601,3.37955,8,13,1,4,0.5348,l,0,0,1,0,-2.31945,12.90909091,12.07142857,Schalke 04,0.81788,-0.62045,0.5348
Bundesliga,2014,h,1.78008,0.83546,1.0223,0.83546,4,2,2,2,2.1684,d,0,1,0,1,0.18684,9.52173913,16.35,Schalke 04,-0.21992,-1.16454,1.1684
Bundesliga,2014,a,1.36741,0.992105,1.36741,0.992105,6,5,3,0,1.6701,w,1,0,0,3,0.375305,6.833333333,8.357142857,Schalke 04,-1.63259,0.992105,-1.3299
Bundesliga,2014,h,1.07746,0.662005,1.07746,0.662005,2,7,2,1,1.7502,w,1,0,0,3,0.415455,8.925925926,4.777777778,Schalke 04,-0.92254,-0.337995,-1.2498
Bundesliga,2014,a,0.847395,3.2287,0.847395,3.2287,7,9,1,2,0.1886,l,0,0,1,0,-2.381305,11.27777778,9.421052632,Schalke 04,-0.152605,1.2287,0.1886
Bundesliga,2014,h,0.80457,0.848507,0.80457,0.848507,5,4,2,0,1.3199,w,1,0,0,3,-0.043937,10.91666667,7.692307692,Schalke 04,-1.19543,0.848507,-1.6801
Bundesliga,2014,a,0.145365,0.837202,0.145365,0.837202,2,11,0,1,0.6075,l,0,0,1,0,-0.691837,9.857142857,8.115384615,Schalke 04,0.145365,-0.162798,0.6075
Bundesliga,2014,h,1.71186,0.688487,1.71186,0.688487,4,2,1,0,2.259,w,1,0,0,3,1.023373,13.04761905,4.756097561,Schalke 04,0.71186,0.688487,-0.741
Bundesliga,2014,a,0.526997,1.62257,0.526997,1.62257,5,4,0,2,0.5136,l,0,0,1,0,-1.095573,10.71428571,17.79166667,Schalke 04,0.526997,-0.37743,0.5136
Bundesliga,2014,h,1.12048,1.23361,1.12048,1.23361,4,8,3,2,1.2352,w,1,0,0,3,-0.11313,15.86363636,6.84,Schalke 04,-1.87952,-0.76639,-1.7648
Bundesliga,2014,h,1.55889,2.04969,1.55889,2.04969,6,11,4,1,0.9759,w,1,0,0,3,-0.4908,12.2,7.555555556,Schalke 04,-2.44111,1.04969,-2.0241
Bundesliga,2014,a,1.6953,0.675308,1.6953,0.675308,5,7,4,0,2.2037,w,1,0,0,3,1.019992,13.71428571,9.6875,Schalke 04,-2.3047,0.675308,-0.7963
Bundesliga,2014,h,1.20569,1.14183,1.20569,0.38405,8,2,1,2,1.3416,l,0,0,1,0,0.82164,9.821428571,31.53846154,Schalke 04,0.20569,-0.85817,1.3416
Bundesliga,2014,a,1.14959,1.41446,1.14959,1.41446,3,11,2,1,1.1467,w,1,0,0,3,-0.26487,8.043478261,7.071428571,Schalke 04,-0.85041,0.41446,-1.8533
Bundesliga,2014,h,1.52587,1.3688,1.52587,1.3688,2,2,0,0,1.4699,d,0,1,0,1,0.15707,7.34375,11.65384615,Schalke 04,1.52587,1.3688,0.4699
Bundesliga,2014,h,1.99671,0.91702,1.99671,0.91702,10,11,1,0,2.1872,w,1,0,0,3,1.07969,16.26086957,7.545454545,Schalke 04,0.99671,0.91702,-0.8128
Bundesliga,2014,a,0.994575,0.376661,0.236798,0.376661,1,5,1,1,2.1092,d,0,1,0,1,-0.139863,12.66666667,9.954545455,Schalke 04,-0.005425,-0.623339,1.1092
Bundesliga,2014,h,1.03139,0.331344,1.03139,0.331344,2,3,1,0,2.102,w,1,0,0,3,0.700046,11.29268293,6,Schalke 04,0.03139,0.331344,-0.898
Bundesliga,2014,a,1.09914,1.11898,1.09914,1.11898,3,7,0,1,1.3302,l,0,0,1,0,-0.01984,8.724137931,8.592592593,Schalke 04,1.09914,0.11898,1.3302
Bundesliga,2014,h,1.19124,1.38186,1.19124,1.38186,6,4,1,1,1.166,d,0,1,0,1,-0.19062,5.5,6.107142857,Schalke 04,0.19124,0.38186,0.166
Bundesliga,2014,a,0.0386148,4.81308,0.0386148,4.81308,1,14,0,3,0.0009,l,0,0,1,0,-4.7744652,20.875,5.15625,Schalke 04,0.0386148,1.81308,0.0009
Bundesliga,2014,h,2.12473,1.9462,2.12473,1.9462,8,7,3,1,1.515,w,1,0,0,3,0.17853,4.868421053,7.128205128,Schalke 04,-0.87527,0.9462,-1.485
Bundesliga,2014,a,1.99192,1.64453,1.99192,1.64453,4,3,2,2,1.6448,d,0,1,0,1,0.34739,4.333333333,12.83333333,Schalke 04,-0.00808,-0.35547,0.6448
Bundesliga,2014,h,1.79663,1.3174,1.79663,1.3174,5,7,0,1,1.7491,l,0,0,1,0,0.47923,5.678571429,7.135135135,Schalke 04,1.79663,0.3174,1.7491
Bundesliga,2014,a,0.933294,0.927284,0.933294,0.927284,7,4,0,0,1.3367,d,0,1,0,1,0.00601,5.166666667,4.75,Schalke 04,0.933294,0.927284,0.3367
Bundesliga,2014,h,1.06643,1.26863,1.06643,0.510851,9,6,0,0,1.1136,d,0,1,0,1,0.555579,5.041666667,8.75,Schalke 04,1.06643,1.26863,0.1136
Bundesliga,2014,a,0.285232,1.08185,0.285232,1.08185,1,6,1,1,0.6165,d,0,1,0,1,-0.796618,11.28571429,11.42105263,Schalke 04,-0.714768,0.08185,-0.3835
Bundesliga,2014,a,1.25458,1.53987,1.25458,1.53987,6,5,0,2,1.0919,l,0,0,1,0,-0.28529,7.064516129,10.61538462,Schalke 04,1.25458,-0.46013,1.0919
Bundesliga,2014,h,2.46865,1.13594,2.46865,1.13594,12,2,3,2,2.3138,w,1,0,0,3,1.33271,6.695652174,13.79166667,Schalke 04,-0.53135,-0.86406,-0.6862
Bundesliga,2014,a,0.236428,1.52646,0.236428,1.52646,2,5,0,2,0.294,l,0,0,1,0,-1.290032,6.258064516,19.25,Schalke 04,0.236428,-0.47354,0.294
Bundesliga,2014,h,1.05307,0.87016,1.05307,0.87016,4,9,1,0,1.5246,w,1,0,0,3,0.18291,5.653846154,6.28125,Schalke 04,0.05307,0.87016,-1.4754
Bundesliga,2014,a,1.09683,1.10308,1.09683,1.10308,5,4,0,2,1.3279,l,0,0,1,0,-0.00625,9.259259259,6.060606061,Schalke 04,1.09683,-0.89692,1.3279
Bundesliga,2014,a,1.84123,0.35254,1.08346,0.35254,7,5,2,2,2.6239,d,0,1,0,1,0.73092,8.15,7.275,Mainz 05,-0.15877,-1.64746,1.6239
Bundesliga,2014,h,1.0088,0.561787,1.0088,0.561787,7,7,0,0,1.724,d,0,1,0,1,0.447013,11.29411765,10.12,Mainz 05,1.0088,0.561787,0.724
Bundesliga,2014,a,2.36643,1.71631,2.36643,0.958534,6,3,3,1,1.8658,w,1,0,0,3,1.407896,7.954545455,4.243902439,Mainz 05,-0.63357,0.71631,-1.1342
Bundesliga,2014,h,0.974914,2.10376,0.974914,1.34598,4,8,2,0,0.5057,w,1,0,0,3,-0.371066,9.333333333,5,Mainz 05,-1.025086,2.10376,-2.4943
Bundesliga,2014,a,1.09799,1.45137,1.09799,1.45137,4,11,2,2,1.1014,d,0,1,0,1,-0.35338,7.84375,9.307692308,Mainz 05,-0.90201,-0.54863,0.1014
Bundesliga,2014,h,0.614332,1.08667,0.614332,1.08667,5,2,0,0,0.9114,d,0,1,0,1,-0.472338,9.142857143,11.44827586,Mainz 05,0.614332,1.08667,-0.0886
Bundesliga,2014,a,1.10201,1.66132,0.344235,1.66132,3,13,1,1,0.8639,d,0,1,0,1,-1.317085,18.5,6.441176471,Mainz 05,0.10201,0.66132,-0.1361
Bundesliga,2014,h,1.06245,1.03873,1.06245,1.03873,6,8,2,1,1.3504,w,1,0,0,3,0.02372,9.4,11,Mainz 05,-0.93755,0.03873,-1.6496
Bundesliga,2014,a,1.6222,4.06466,1.6222,4.06466,4,8,0,3,0.2515,l,0,0,1,0,-2.44246,6.024390244,6.735294118,Mainz 05,1.6222,1.06466,0.2515
Bundesliga,2014,h,1.19297,1.65943,1.19297,0.819006,9,2,1,2,0.9469,l,0,0,1,0,0.373964,4.24137931,9.071428571,Mainz 05,0.19297,-0.34057,0.9469
Bundesliga,2014,a,0.293271,2.07319,0.293271,2.07319,2,11,0,0,0.2304,d,0,1,0,1,-1.779919,5.166666667,8.863636364,Mainz 05,0.293271,2.07319,-0.7696
Bundesliga,2014,h,1.79109,0.691191,1.79109,0.691191,3,1,2,2,2.3234,d,0,1,0,1,1.099899,6.172413793,24.2,Mainz 05,-0.20891,-1.308809,1.3234
Bundesliga,2014,a,2.04969,1.55889,2.04969,1.55889,11,6,1,4,1.7667,l,0,0,1,0,0.4908,7.555555556,12.2,Mainz 05,1.04969,-2.44111,1.7667
Bundesliga,2014,a,1.02472,2.03325,1.02472,1.27547,5,8,1,2,0.6306,l,0,0,1,0,-0.25075,3.233333333,5.775,Mainz 05,0.02472,0.03325,0.6306
Bundesliga,2014,h,1.35199,0.54527,1.35199,0.54527,4,1,1,1,2.0279,d,0,1,0,1,0.80672,4.236842105,9,Mainz 05,0.35199,-0.45473,1.0279
Bundesliga,2014,a,0.482622,0.541438,0.482622,0.541438,3,2,0,0,1.1622,d,0,1,0,1,-0.058816,14.78947368,9.296296296,Mainz 05,0.482622,0.541438,0.1622
Bundesliga,2014,h,0.490212,0.831278,0.490212,0.831278,1,7,1,2,0.9798,l,0,0,1,0,-0.341066,18.90909091,4.210526316,Mainz 05,-0.509788,-1.168722,0.9798
